4,5,-1
11,12,-1
11,13,-1
10,11,-1
9,10,-1
15,16,-1
14,15,-1
9,14,-1
8,9,-1
7,8,-1
7,17,-1
19,20,-1
18,19,-1
7,18,-1
6,7,-1
4,6,-1
3,4,-1
2,3,-1
2,21,-1
2,22,-1
1,2,-1
24,25,-1
24,1,-1
23,24,-1
26,27,-1
26,1,-1
23,26,-1
28,3,-1
28,29,-1
28,22,-1
23,28,-1
